asin,average,rating_count,text_reviews_count,genres,rank,verifiedTrue_count,Format,am_countText_before,am_countText_after
0028609972,4.18,17,17," Cookbooks, Food & Wine, Cooking Methods",2064352,9," Paperback,  Hardcover",1664,786
0028621697,3.83,12,12," Reference, Encyclopedias & Subject Guides",1989576,2,,964,421
0028620054,4.77,62,62," Crafts, Hobbies & Home, Gardening & Landscape Design",1061561,45," Kindle Edition,  Hardcover",4508,2140
0028617347,4.5,22,22," Reference, Writing, Research & Publishing Guides",3982968,14, Paperback,1840,869
0028610067,4.62,24,24," Cookbooks, Food & Wine, Cooking Education & Reference",141620,20, Hardcover,1342,635
0028617363,4.37,100,100," Humor & Entertainment, Puzzles & Games",3919539,54," Kindle Edition,  Paperback",10000,4629
0028627105,4.34,56,56, History,1924708,30," Kindle Edition,  Paperback",4179,1942
0028604261,4.67,15,15," Sports & Outdoors, Extreme Sports",2566985,3," Paperback,  Hardcover",2035,950
0028624165,4.36,33,33," Engineering & Transportation, Automotive",2634591,14, Paperback,3033,1372
0028627717,4.61,700,700," Cookbooks, Food & Wine, Cooking Education & Reference",42501,566," Pamphlet,  Ring-bound,  Paperback,  Hardcover",39097,17474
0028630238,4.65,373,373," Cookbooks, Food & Wine, Baking",11211,312," Kindle Edition,  Hardcover,  Hardcover-spiral",20233,9803
002863196X,4.73,22,22," Reference, Writing, Research & Publishing Guides",1033602,6, Paperback,2133,956
0028612922,4.65,55,55," Christian Books & Bibles, Christian Living",521647,41," Kindle Edition,  Paperback,  Hardcover",2550,1154
002860847X,4.69,26,26," Sports & Outdoors, Biographies",687467,13," Kindle Edition,  Hardcover",3827,1825
0028617304,3.77,65,65," New, Used & Rental Textbooks, Humanities",3090302,38," Mass Market Paperback,  Kindle Edition,  Paperback",7160,3425
0028603869,3.96,27,27," Cookbooks, Food & Wine, Vegetarian & Vegan",1167690,15, Paperback,2747,1289
0028623851,4.43,21,21," Literature & Fiction, History & Criticism",3776383,17," Kindle Edition,  Paperback",1242,604
0028632613,3.56,109,109," Politics & Social Sciences, Politics & Government",1986299,18," Mass Market Paperback,  Kindle Edition,  Paperback",14724,7136
0028636392,3.0,103,103," History, World",1223924,20, Paperback,17025,8005
0028631552,4.2,20,20," Cookbooks, Food & Wine, Cooking by Ingredient",1010150,14, Hardcover,1715,805
0028627377,4.58,24,24," Religion & Spirituality, New Age & Spirituality",1123003,9, Mass Market Paperback,1752,768
0028612671,4.57,30,30," Cookbooks, Food & Wine, Vegetarian & Vegan",681206,20, Paperback,3506,1696
0028633784,4.66,64,64," Literature & Fiction, History & Criticism",331420,37," Kindle Edition,  Paperback",5125,2389
0028639588,4.7,46,46,"Art & Photography, Music",3093365,33," Kindle Edition,  Paperback",4774,2166
0028636597,3.2,20,20,"Art & Photography, Music",2848901,11, Paperback,1917,892
0028629051,4.31,13,13,na,1517190,6, Paperback,1193,586
0028642430,3.09,22,22," History, World",1744099,8," Kindle Edition,  Paperback",2281,1092
0028639189,4.07,15,15," Reference, Writing, Research & Publishing Guides",1653344,9, Paperback,2774,1337
0028624513,4.7,82,82," Cookbooks, Food & Wine, Cooking Methods",373616,48, Spiral-bound,5881,2757
002864266X,4.25,44,44,"Art & Photography, Music",272844,27," Kindle Edition,  Paperback",3456,1600
0028642422,4.1,20,20," Science & Math, Astronomy & Space Science",1195690,13," Kindle Edition,  Paperback",4365,2125
0028629515,4.73,15,15,na,1274447,11, Paperback,961,420
0028643461,4.64,14,14," Politics & Social Sciences, Politics & Government",1482928,8, Paperback,989,499
0028636600,3.84,31,31,"Art & Photography, Music",7943966,13, Paperback,2184,1004
0028641515,4.3,23,23," History, Ancient Civilizations",717354,11," Kindle Edition,  Paperback",3438,1691
0028604202,4.27,41,41," Humor & Entertainment, Humor",171283,26," Unknown Binding,  Kindle Edition,  Hardcover,  Audio Cassette",2651,1309
0028639456,4.45,158,158,"Art & Photography, Music",3545984,73," Mass Market Paperback,  Kindle Edition,  Paperback",13925,6196
0028627288,4.67,27,27,na,618848,11," Kindle Edition,  Audio CD,  Paperback",2151,985
0028635302,4.28,29,29," Cookbooks, Food & Wine, Special Diet",2915540,19," Paperback,  Hardcover",2376,1129
0028642279,4.53,96,96," Religion & Spirituality, Hinduism",2067900,51," Kindle Edition,  Paperback",9853,4634
0028636945,3.89,19,19," Reference, Writing, Research & Publishing Guides",1286537,14, Paperback,740,359
0028642449,3.12,32,32,"Art & Photography, Music",178415,12, Paperback,3303,1494
0028642627,3.83,18,18," Politics & Social Sciences, Philosophy",890930,12," Kindle Edition,  Paperback",1811,868
0028642333,3.32,85,85," Religion & Spirituality, Islam",1384164,15," Kindle Edition,  Paperback",14914,7056
0028644174,4.22,18,18," History, World",335104,7," Kindle Edition,  Paperback",2199,1074
0028639839,3.76,17,17," Health, Fitness & Dieting, Exercise & Fitness",1666982,2, Paperback,1787,805
0028644166,3.95,19,19," Biographies & Memoirs, Specific Groups",386604,12," Kindle Edition,  Paperback",1159,551
0028639073,4.42,19,19," Crafts, Hobbies & Home, Home Improvement & Design",1897538,9, Paperback,3185,1500
0028650646,4.78,127,127," History, Americas",852163,61," Library Binding,  Paperback,  Hardcover",14816,7298
0028639421,3.83,36,36," Health, Fitness & Dieting, Alternative Medicine",1217779,25," Kindle Edition,  Paperback",1181,524
0028722809,4.24,21,21,"Art & Photography, Music",781038,11," Paperback,  Hardcover",3320,1563
0028644913,3.29,28,28," Christian Books & Bibles, Christian Denominations & Sects",1832354,9," Kindle Edition,  Paperback",3518,1661
0028617274,4.24,37,36," Cookbooks, Food & Wine, Beverages & Wine",362669,26," Paperback,  Hardcover",4293,2106
0028645073,4.69,13,13,"Art & Photography, Music",615751,10, Hardcover,800,361
0028740025,4.58,19,19," History, Americas",893046,7," Paperback,  Hardcover",2350,1076
0028740866,4.0,21,21," New, Used & Rental Textbooks, Social Sciences",324844,18," Kindle Edition,  Paperback,  Hardcover",1094,543
0028810988,4.78,23,23," Biographies & Memoirs, Leaders & Notable People",473810,18, Hardcover,1312,597
0028643992,4.64,84,84," Politics & Social Sciences, Politics & Government",2898645,52," Kindle Edition,  Paperback",6111,2863
0028740912,4.52,81,81," Politics & Social Sciences, Politics & Government",316657,72," Kindle Edition,  Paperback,  Hardcover",2533,1271
0028643712,4.45,42,42," Biographies & Memoirs,Art & Literature",357662,22," Kindle Edition,  Paperback",3150,1544
0028740637,4.53,38,38," New, Used & Rental Textbooks, Social Sciences",205304,25," Kindle Edition,  Paperback,  Hardcover",2366,1205
0029044561,3.7,20,20," Law, Business",686493,16," Kindle Edition,  Paperback,  Hardcover",1397,652
0029037611,4.71,49,49," Law, Philosophy",122623,28," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",12628,6209
0028644921,4.27,26,26," Business & Money, International",2401782,10, Paperback,3145,1566
0028643518,3.97,61,61," New, Used & Rental Textbooks, Social Sciences",320159,32," Kindle Edition,  Paperback",7738,3722
0029031001,4.82,11,11," Politics & Social Sciences, Social Sciences",1493394,8," Paperback,  Hardcover",1163,602
0029030129,4.12,25,25," Business & Money, Economics",2547637,10," Kindle Edition,  Paperback",4828,2351
0029115744,4.68,66,66," History, World",380916,52," Kindle Edition,  Paperback,  Hardcover",5822,2865
0029050707,4.18,11,11," New, Used & Rental Textbooks, Humanities",2933060,3, Paperback,3161,1503
0029059801,4.19,111,111," New, Used & Rental Textbooks, Humanities",460379,71," Kindle Edition,  Unknown Binding,  Paperback,  Mass Market Paperback,  Hardcover",12322,5823
0029021901,4.83,30,30," New, Used & Rental Textbooks, Humanities",171537,18," Unknown Binding,  Kindle Edition,  Paperback",5995,2870
0029099110,4.25,12,12," History, Americas",1269370,6, Paperback,2874,1391
0029146739,4.15,365,365," New, Used & Rental Textbooks, Social Sciences",166758,183," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",92818,46152
002908752X,4.29,17,17," New, Used & Rental Textbooks, Humanities",315029,14," Kindle Edition,  Paperback",456,232
0029118239,4.58,12,12," New, Used & Rental Textbooks, Social Sciences",187192,4," Kindle Edition,  Paperback",2929,1515
0029089255,4.62,21,21," Politics & Social Sciences, Anthropology",959746,7," Kindle Edition,  Hardcover",3801,1917
002864350X,4.27,45,45,"Art & Photography, Music",342881,34," Kindle Edition,  Paperback",3037,1397
0029113121,4.31,29,29," Politics & Social Sciences, Politics & Government",304606,22," Paperback,  Hardcover",4304,2018
0029126304,4.24,38,38, History,1831426,23," Kindle Edition,  Paperback,  Hardcover",3891,1909
0029184673,4.42,12,12," Business & Money, Biography & History",466645,7," Kindle Edition,  Paperback,  Hardcover",1795,876
0029166500,4.54,13,13," New, Used & Rental Textbooks, Humanities",1003212,7," Kindle Edition,  Paperback",3436,1788
0028811291,4.62,13,13," History, Military",1584140,10," Mass Market Paperback,  Paperback,  Hardcover",991,477
0029190908,4.36,11,11," Business & Money, Management & Leadership",589519,2," Paperback,  Hardcover",1920,924
0029150205,3.27,11,11," Politics & Social Sciences, Politics & Government",2342671,5," Paperback,  Hardcover",1629,819
0029215978,4.25,61,61," New, Used & Rental Textbooks, Humanities",1455386,46," Kindle Edition,  Paperback,  Hardcover",4661,2288
0029021502,4.14,252,252," Politics & Social Sciences, Philosophy",1044878,176," Kindle Edition,  MP3 CD,  Paperback,  Audible Audiobook,  Hardcover",35153,16697
0029212901,4.56,16,16," Politics & Social Sciences, Sociology",2324104,13," Kindle Edition,  Paperback,  Hardcover",2786,1432
0028740173,4.11,66,66," Health, Fitness & Dieting, Mental Health",265307,44," Kindle Edition,  Paperback,  Hardcover",6116,2730
002907052X,4.4,220,220," Christian Books & Bibles, Theology",71510,156," Paperback,  Hardcover",14744,6849
0028638913,3.8,20,20," Crafts, Hobbies & Home, Crafts & Hobbies",2128117,12, Paperback,1368,599
0029166764,4.44,45,45," Medical Books, Medicine",111009,27, Paperback,6832,3419
0029081025,3.69,96,96," Politics & Social Sciences, Social Sciences",844051,32," Paperback,  Hardcover,  Audio Cassette",24698,12258
0028642368,3.73,11,11," Religion & Spirituality, New Age & Spirituality",1305137,7, Paperback,1070,496
0029221307,4.79,14,14," New, Used & Rental Textbooks, Humanities",321935,9, Paperback,1099,529
0029201357,4.52,25,25," Biographies & Memoirs, Leaders & Notable People",1812941,13," Paperback,  Hardcover",6265,3266
0029024501,4.37,35,35," Politics & Social Sciences, Philosophy",428529,24," Mass Market Paperback,  Paperback,  Hardcover",5184,2540
002907990X,4.48,27,27," Business & Money, Marketing & Sales",1181341,13," Kindle Edition,  Paperback,  Hardcover",2280,1130
0029066824,3.83,29,29," Politics & Social Sciences, Social Sciences",3237971,15," Kindle Edition,  Paperback,  Hardcover",3008,1428
0029345707,4.52,31,31," Politics & Social Sciences, Philosophy",132838,20," Kindle Edition,  Paperback,  Hardcover",9268,4622
0029290406,4.71,34,34," Medical Books, Psychology",93285,28," Unknown Binding,  Kindle Edition,  Paperback,  Hardcover",2251,1145
0029095018,4.48,29,29," History, Europe",1065466,17," Kindle Edition,  Paperback,  Hardcover",3642,1737
0030037166,3.46,24,24," Literature & Fiction, Literary",1547868,11," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",3468,1645
0029358612,4.85,26,26," History, Asia",777120,12," Kindle Edition,  Paperback,  Hardcover",2588,1263
0030020786,3.64,28,28," Science & Math, Chemistry",935491,16, Hardcover,1870,840
0029202922,4.58,36,36," Health, Fitness & Dieting, Mental Health",267971,25," Kindle Edition,  Paperback,  Hardcover",4628,2302
002874067X,4.3,20,20," Politics & Social Sciences, Social Sciences",1611581,11," Paperback,  Hardcover",2121,1053
0028641671,4.64,25,25," Reference, Encyclopedias & Subject Guides",249726,18," Kindle Edition,  Paperback",1667,791
0029109752,3.87,119,119," History, Historical Study & Educational Resources",629318,45," Kindle Edition,  Paperback,  Hardcover",29353,14907
0029216052,4.34,29,29," Business & Money, Management & Leadership",741609,17," Digital,  Kindle Edition,  Paperback,  Hardcover",5711,2878
0029277221,4.67,15,15," Humor & Entertainment, Humor",1802788,6," Kindle Edition,  Paperback,  Hardcover",1893,945
0029303605,4.45,105,105," History, Military",1036672,68," Kindle Edition,  Paperback,  Hardcover",14535,7227
0030062284,3.73,11,11," Science & Math, Astronomy & Space Science",208445,7, Hardcover,620,304
0029227909,4.19,27,27," Politics & Social Sciences, Politics & Government",696896,14," Kindle Edition,  Paperback,  Hardcover",3147,1573
0029227968,4.19,16,16," New, Used & Rental Textbooks, Social Sciences",458578,9, Paperback,2695,1265
0029216702,4.13,76,76," Biographies & Memoirs, Professionals & Academics",667268,43," Kindle Edition,  Paperback,  Hardcover",18057,8653
0030040590,4.62,16,16," History, Americas",674479,8," Paperback,  Hardcover",3348,1718
002930380X,4.68,19,19," New, Used & Rental Textbooks, Humanities",1483755,7," Paperback,  Hardcover",3050,1457
0030105676,3.72,118,118," Science & Math, Mathematics",102675,52," Paperback,  Hardcover",14556,6932
0028740122,4.48,23,23," History, Americas",1028058,17," Kindle Edition,  Paperback",1293,637
0030168368,4.09,32,32," Mystery, Thriller & Suspense, Mystery",3145533,8," Kindle Edition,  Paperback,  Hardcover",4985,2422
0028642384,4.38,29,29," Christian Books & Bibles, Bible Study & Reference",1425533,23," Kindle Edition,  Paperback",1054,497
0030133661,4.38,16,16," New, Used & Rental Textbooks, Social Sciences",283125,14, Paperback,1534,770
0030073189,4.78,50,50,"Art & Photography, Graphic Design",3075329,40," Paperback,  Hardcover",2177,1007
0030150760,4.5,503,503," Engineering & Transportation, Transportation",501641,364," School & Library Binding,  Kindle Edition,  Library Binding,  Audio Cassette,  Unknown Binding,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",38583,17974
0029331552,4.48,25,25," New, Used & Rental Textbooks, Humanities",377194,14," Kindle Edition,  Hardcover",4267,2075
0029184657,4.06,16,16," Business & Money, Business Culture",992176,10," Kindle Edition,  Hardcover",881,454
0030204410,4.36,117,117," Literature & Fiction, Contemporary",2768145,93," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",5939,2816
0030119197,4.12,25,25," New, Used & Rental Textbooks, Social Sciences",182302,22, Paperback,805,385
0029259657,3.46,37,37," Biographies & Memoirs, Leaders & Notable People",1046488,12," Paperback,  Hardcover",7124,3396
0029356717,4.15,27,27," Computers & Technology, Operating Systems",292645,16, Hardcover,2854,1367
0030073227,4.78,36,36," Literature & Fiction, Fiction",1097584,15, Paperback,4166,1836
0029351804,4.88,16,16," Education & Teaching, Schools & Teaching",482207,9," Mass Market Paperback,  Paperback",2515,1182
003021436X,4.45,11,11,na,131175,9," Kindle Edition,  Hardcover",652,278
0030180910,4.15,20,20, Childrens Books,277388,16, Hardcover,1107,446
0030026032,3.98,43,43," Literature & Fiction, Contemporary",3068320,20," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",2819,1332
0029173019,4.38,13,13," History, Americas",498076,9," Kindle Edition,  Paperback,  Hardcover",1241,598
003017726X,4.18,22,22," Literature & Fiction, Classics",2024315,9," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",2398,1105
003017631X,4.69,439,439," History, Military",167581,305," Kindle Edition,  Library Binding,  Unknown Binding,  MP3 CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",39380,18439
0030193826,4.29,45,45," New, Used & Rental Textbooks, Social Sciences",3319176,36, Paperback,1326,648
0030146364,4.29,17,17, History,4176115,5," Paperback,  Hardcover",1991,985
003018326X,4.59,85,85," Medical Books, Psychology",3610411,72," Kindle Edition,  Paperback,  Hardcover",8749,3810
0029303303,4.52,44,44," Education & Teaching, Schools & Teaching",217014,23," Paperback,  Hardcover",9109,4453
0030180864,4.38,16,16, Childrens Books,309888,9, Hardcover,1055,477
0030295580,4.42,26,26," Science & Math, Mathematics",728576,18, Hardcover,2215,1054
0030177766,4.19,143,143," Science Fiction & Fantasy, Science Fiction",1523424,93," Kindle Edition,  MP3 CD,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",16059,7708
